| C-14 | Each technical role section explicitly anchors at least one finding against the Inertia Advocate's verdict | aspirational | depth | When the Inertia Advocate is a selected reviewer, each subsequent technical role section must contain at least one finding that names the Inertia Advocate's assessment as the counterpoint -- e.g., "IA found the current error-handling sufficient; compiler-lead rates P1 because the new codegen path bypasses the existing guard." The anchor may appear in any finding within the section; it does not need to be F-01. A technical role section with zero IA references fails. A run that does not include the Inertia Advocate as a selected reviewer passes by default. |
| C-25 | Budget verdict is expressed as a three-clause labeled formula: WORSE rows, BETTER rows, Conclusion -- making it string-matchable | aspirational | format | When the Inertia Advocate is a selected reviewer, the Budget verdict field (required by C-19) must be expressed using exactly three labeled lines in the output: "WORSE rows: [list]", "BETTER rows: [list]", and "Conclusion: [verdict text]". The three-clause formula makes the verdict independently string-matchable: a reviewer can verify that all WORSE and BETTER rows are named without reading prose, and confirm that the Conclusion follows from those named rows. A Budget verdict expressed as a prose sentence that happens to name rows fails -- the three labeled lines are required as output structure, not as content. A Budget verdict that omits any of the three clauses (e.g., omits BETTER rows: when no rows improved) fails -- the clause must be present with an explicit value (e.g., "BETTER rows: none"). A run that does not include the Inertia Advocate passes by default. |
| C-26 | Phase C sub-condition results are expressed as named output result lines: C1 RESULT and C2 RESULT per role | aspirational | structure | When the skill includes Phase C dual-clause entry conditions (C-22) and the Inertia Advocate is a selected reviewer, each sub-condition must produce a named output result line in the text. C1 must output exactly "C1 RESULT: ALL CLEAR" or "C1 RESULT: BLOCKED -- [item that failed]" once before Phase C begins. C2 must output exactly "C2 RESULT: SATISFIED" or "C2 RESULT: UNSATISFIED -- [citation missing]" in each role section after the IA READ RECEIPT. A run where C1 and C2 are declared in the pipeline but produce no output result lines fails -- failure detection requires reading the pipeline declaration, not observing the output. A missing C1 RESULT line is a visible output gap; a missing C2 RESULT line per role is a visible output gap. A run that does not include the Inertia Advocate passes by default. |
| C-27 | IA READ RECEIPT initial position is pre-committed in a named block that structurally precedes findings generation | aspirational | structure | When the Inertia Advocate is a selected reviewer, the initial position field in the IA READ RECEIPT (required by C-23) must be a pre-commitment -- declared in a named block that structurally precedes the PR diff analysis for findings. The pre-commitment block must appear before the findings table in the output, and must be a distinct labeled element (e.g., "PRE-COMMITMENT:") separate from the findings themselves. A receipt where the initial position appears only after findings are written -- even if the content is consistent -- fails, because the position may be rationalized post-hoc from the findings rather than committed in advance. A run where the initial position appears in the receipt but with no structural separation from the findings section fails. A run that does not include the Inertia Advocate passes by default. |
| C-28 | Three-clause formula: each labeled clause appears on its own output line, independently retrievable by line-scan without prose parsing | aspirational | format | When the Inertia Advocate is a selected reviewer, each of the three labeled clauses required by C-25 ("WORSE rows:", "BETTER rows:", "Conclusion:") must appear on its own output line with no other label or value on the same line. A verdict where any two clauses share a line fails. A verdict where a clause appears inline within a prose sentence or paragraph fails even if C-25's three label strings are present in the output. Each clause must be independently retrievable by matching its label string at line start -- no prose parsing required to extract the clause value. A run that does not include the Inertia Advocate passes by default. |
| C-29 | PRE-COMMITMENT block closes with an explicit seal token before any PR diff content is referenced | aspirational | structure | When the Inertia Advocate is a selected reviewer, the PRE-COMMITMENT block required by C-27 must end with an explicit named seal token (e.g., "[PRE-COMMITMENT SEALED]") appearing as a distinct output line that closes the block. The seal token must appear before any PR diff file, function, or line reference appears in the output. A PRE-COMMITMENT block that transitions directly to findings text without a closing seal token fails. A seal token embedded inline within findings text, or appearing as a comment rather than a distinct block-closing line, fails. The seal makes the timing claim independently verifiable: the token's position in the output text is evidence that the commitment was closed before diff analysis began. A run that does not include the Inertia Advocate passes by default. |
| C-30 | Phase C exit condition in the pipeline declaration explicitly names PRE-COMMITMENT block presence as a compliance item, making absence a phase-gate violation | aspirational | structure | When the skill includes a phase-gate pipeline declaration (C-18) and the Inertia Advocate is a selected reviewer, Phase C's exit condition must explicitly name PRE-COMMITMENT block presence as a named compliance item (e.g., "PRE-COMMITMENT blocks precede findings tables" listed in the exit condition checklist). Absence of a PRE-COMMITMENT block is thereby a Phase C exit-condition violation, not only a C-27 format issue. A pipeline declaration that satisfies C-27 without naming PRE-COMMITMENT in Phase C's exit condition fails C-30 -- the gap is structural enforcement elevation, not presence alone. A run that does not include the Inertia Advocate passes by default. |
| C-31 | IA counterpoint reference appears within the finding body text of a specific finding, not as a standalone section element | aspirational | depth | When C-14 requires an IA counterpoint reference, that reference must appear within the body text of a specific finding entry (e.g., in an F-01 or F-02 description field) -- not as a standalone section anchor, header, introductory block, or "IA Position:" element separate from all findings. The finding text must name both the IA's specific verdict or cost position and the technical role's disagreeing mechanism in the same finding entry. A role section where the IA reference is a section-level element (visible and present, satisfying C-14's count requirement) but absent from every finding body text fails C-31. A run that does not include the Inertia Advocate passes by default. |
| C-32 | READ RECEIPT explicitly cross-references PRE-COMMITMENT for fields (d) and (e) when C-27 is active | aspirational | structure | When both C-23 (READ RECEIPT) and C-27 (PRE-COMMITMENT) are active and the Inertia Advocate is a selected reviewer, the READ RECEIPT block must carry explicit cross-references for fields (d) cost row and (e) initial position, pointing to the PRE-COMMITMENT block by its label name (e.g., "see PRE-COMMITMENT block: (d) [row name], (e) committed above"). A READ RECEIPT that omits fields (d) and (e) entirely without a cross-reference fails C-32 even if C-27 is satisfied. A READ RECEIPT that restates fields (d) and (e) inline -- duplicating the PRE-COMMITMENT content -- also passes. The requirement is that the receipt is auditably complete: a reviewer reading the receipt alone can locate fields (d) and (e) either inline or by reference. A run that does not include the Inertia Advocate passes by default. |
| C-33 | C2 RESULT is semantically scoped as a READ RECEIPT completeness check, not a PRE-COMMITMENT existence check | aspirational | structure | When the skill includes C-26 output result lines and the Inertia Advocate is a selected reviewer, the C2 RESULT line must confirm that the READ RECEIPT block for that role contains all required fields -- it must not be scoped as a verification that the PRE-COMMITMENT block was read or cited. PRE-COMMITMENT existence is C1's scope (phase-level, checked once before Phase C begins); C2's scope is receipt completeness (per-role, checked after the receipt block is written). A C2 RESULT: SATISFIED line whose declared verification target is "ledger citation present" or "PRE-COMMITMENT read" rather than "receipt fields (a)-(e) complete" fails -- the semantic scope is wrong even if the output line is present. A reviewer auditing C2 RESULT must be able to verify it against the receipt's field list without consulting the PRE-COMMITMENT block. A run that does not include the Inertia Advocate passes by default. |
| C-34 | F-01 in each technical role section is typed IA-RESPONSE, enforcing C-31 body-text placement at the template level | aspirational | structure | When the Inertia Advocate is a selected reviewer, the per-role findings template must designate F-01 as a typed IA-RESPONSE slot -- a named finding whose Description field is required to contain the IA's verdict and the role's disagreeing mechanism in the same entry. Typing F-01 as IA-RESPONSE elevates C-31 from a rubric check to a template invariant: a role section where F-01 is absent, carries a different type label, or contains a finding unrelated to the IA counterpoint fails the template, not only C-31. A variation that satisfies C-31 by placing an IA counterpoint in F-02 or later without a typed F-01 IA-RESPONSE slot passes C-31 but fails C-34 -- the template typing is what makes IA counterpoint placement structurally non-optional. The IA-RESPONSE type designation must appear in the output as a visible field (e.g., as a Type column entry or finding-type label) so compliance is verifiable without reading finding content. A run that does not include the Inertia Advocate passes by default. |
| C-35 | READ RECEIPT block is present in the output before C2 RESULT is written for each role | aspirational | structure | When the skill includes C-26 output result lines and the Inertia Advocate is a selected reviewer, the C2 RESULT line for each role must be preceded in the output by that role's READ RECEIPT block. A C2 RESULT line that appears before the READ RECEIPT block fails -- C2 cannot confirm receipt completeness if the receipt has not yet been written at that point in the output. A C2 RESULT line that appears in the absence of any READ RECEIPT block for that role fails. This closes the edge case where findings appear before the receipt and C2 RESULT is technically positioned after the receipt in the output, but receipt-before-findings ordering required by C-23 was already violated. C-35 and C-23 are complementary: C-23 requires the receipt to precede findings; C-35 requires C2 RESULT to follow the receipt -- together they enforce receipt-first ordering from both directions. A run that does not include the Inertia Advocate passes by default. |
| C-36 | Phase C exit condition explicitly names READ RECEIPT-before-C2-RESULT ordering as a named compliance item, making violation a phase-gate failure | aspirational | structure | When the skill includes a phase-gate pipeline declaration (C-18) and the Inertia Advocate is a selected reviewer, Phase C's exit condition must explicitly name READ RECEIPT-before-C2-RESULT ordering as a named compliance item (e.g., "READ RECEIPT block precedes C2 RESULT line per role" listed in the exit condition checklist). A C-35 ordering violation is thereby a Phase C exit-condition failure, not only a C-35 format gap. This is the C-30 analog for C-35: C-30 elevated PRE-COMMITMENT presence to a Phase C exit condition item; C-36 elevates READ RECEIPT ordering to the same level. A pipeline declaration that satisfies C-35 in output without naming the ordering requirement in the exit condition fails C-36. A run that does not include the Inertia Advocate passes by default. |
| C-37 | C2 RESULT verification scope is expressed as an enumerated per-field checklist over receipt fields (a)-(e), producing a binary present/absent verdict per field | aspirational | structure | When the skill includes C-26 output result lines and C-33 scoping is active, the C2 RESULT block must enumerate each of the five receipt fields by its label -- (a) through (e) -- and produce a binary present / absent verdict for each field as a separate output line or cell. A C2 RESULT: SATISFIED that correctly scopes to receipt completeness (passing C-33) but outputs only a summary verdict without per-field enumeration fails C-37 -- the per-field audit trail is absent. A C2 RESULT: UNSATISFIED must identify which specific field(s) are absent by label. The per-field structure makes receipt completeness independently auditable at field granularity: a reviewer can verify each field's verdict in isolation without reading prose or re-checking the receipt block. A run that does not include the Inertia Advocate passes by default. |
| C-38 | F-01 IA-RESPONSE Description field is decomposed in the template as a two-component schema with named slots: [IA-VERDICT] and [ROLE-MECHANISM] | aspirational | structure | When the Inertia Advocate is a selected reviewer and C-34 is active, the per-role findings template must decompose the F-01 IA-RESPONSE Description field into two explicitly named schema slots -- [IA-VERDICT] and [ROLE-MECHANISM] -- declared as separate labeled sub-fields within the Description template (e.g., "Description: [IA-VERDICT: ...] | [ROLE-MECHANISM: ...]"). C-34 requires both components to be present in the Description cell; C-38 requires the template to name them as separately-labeled slots so compliance is verifiable at component granularity without prose inspection. A template that designates F-01 as IA-RESPONSE and states "Description should include IA verdict and role mechanism" satisfies C-34 but fails C-38 if the two components are not declared as named slots in the template. The named slots must appear in the output as visible field labels (not only in skill instructions), so a reviewer can match [IA-VERDICT] and [ROLE-MECHANISM] against the Description cell content independently. A run that does not include the Inertia Advocate passes by default. |
| C-39 | C2 RESULT block is self-contained: per-field evidence and terminal verdict co-appear in a single named block with no cross-block reading required | aspirational | structure | When C-37 is active and the Inertia Advocate is a selected reviewer, the C2 RESULT block must contain both (a) the per-field checklist enumerating receipt fields (a)-(e) with PRESENT/ABSENT per field, and (b) the terminal verdict derived from that checklist (e.g., "all five fields PRESENT -- C2 RESULT: SATISFIED") within a single named block. A run where the per-field checklist and the terminal verdict appear in two separate adjacent blocks, or where the terminal verdict appears outside the block in prose, satisfies C-37 and fails C-39. The self-contained structure makes the audit complete without cross-block reading: a reviewer locates the C2 RESULT block and finds both the evidence and the derived conclusion in one place. A run that does not include the Inertia Advocate passes by default. |
| C-40 | [IA-VERDICT] and [ROLE-MECHANISM] are promoted to named table column headers, making slot compliance an O(1) column-count check | aspirational | format | When C-38 is active and the Inertia Advocate is a selected reviewer, the [IA-VERDICT] and [ROLE-MECHANISM] schema slots required by C-38 must be promoted from inline cell labels within the Description column to named column headers in the findings table. With column-header promotion, slot compliance is auditable by column count: a reviewer verifies presence by counting table columns (O(1)) rather than parsing Description cell content. A findings table that names [IA-VERDICT] and [ROLE-MECHANISM] only as inline labels within a single Description cell satisfies C-38 but fails C-40 if the slot names do not also appear as column headers. The column-header form means any row missing an [IA-VERDICT] or [ROLE-MECHANISM] cell is immediately visible as a structural gap without reading cell content. A run that does not include the Inertia Advocate passes by default. |
| C-41 | Pipeline declaration explicitly partitions C-36, C-37/C-39, and C-38/C-40 across three named structural enforcement levels: exit-condition, block, and table-column | aspirational | structure | When the skill includes a phase-gate pipeline declaration (C-18) and the Inertia Advocate is a selected reviewer, the declaration must explicitly name three structural enforcement levels and assign each criterion family to its natural layer: (a) exit-condition level -- C-36 (ordering as phase-gate compliance item), (b) block level -- C-37/C-39 (per-field enumeration and self-containment within C2 RESULT block), and (c) table-column level -- C-38/C-40 (named schema slots as column headers). The three-level partition must appear as a declared structure in the pipeline, not only be satisfiable by reading individual output elements. A pipeline that satisfies all three criterion families in output without declaring the structural level of each family fails C-41. A reviewer auditing C-41 must be able to read the pipeline declaration alone and verify that exit-condition, block, and column enforcement levels are each assigned at least one criterion family -- without reading skill output. A run that does not include the Inertia Advocate passes by default. |
| C-42 | C2 RESULT template pre-commits both verdict paths as a two-branch conditional syntax, making the failure-path verdict form structurally defined before any run executes | aspirational | structure | When C-39 is active and the Inertia Advocate is a selected reviewer, the C2 RESULT template must express both the SATISFIED and UNSATISFIED verdict paths as named conditional lines within the block -- e.g., `All five PRESENT: C2 RESULT: SATISFIED` / `Any ABSENT: C2 RESULT: UNSATISFIED -- field (x): [label]` -- so both verdict branches are pre-committed in the template structure. A C2 RESULT block that satisfies C-39 by deriving the terminal verdict inline but expresses only the applicable branch (omitting the conditional antecedents "All five PRESENT" / "Any ABSENT") satisfies C-39 and fails C-42. Both named antecedents must be present in the template such that a reader of the template can identify both the passing and failing verdict forms without running the skill. A run that does not include the Inertia Advocate passes by default. |
| C-43 | When a criterion supersedes a path allowed by a lower criterion, the template carries an explicit cross-criterion prohibition naming the closed path, the lower criterion it satisfies, the superseding criterion, and an explicit "do not use" directive | aspirational | format | When C-40 is active and the Inertia Advocate is a selected reviewer, the template must carry an explicit prohibition for every path that satisfies C-38 but not C-40 (i.e., the inline-cell-label "or" path). The prohibition must state: (a) the closed path by its structural description (e.g., "inline labels within a single Description cell"), (b) the lower criterion the path satisfies (C-38), (c) the superseding criterion (C-40), and (d) an explicit "do not use" directive. V-02 showed the required form: "The 'or' path (inline labels within a single Description cell) is C-38 compliant but C-40 noncompliant -- do not use it." A template that satisfies C-40 by removing the "or" path while carrying only a noncompliance label (without the explicit "do not use" directive) fails C-43. A template that carries the "do not use" directive but does not name both criterion IDs (C-38 and C-40) fails C-43. A run that does not include the Inertia Advocate passes by default. |
| C-44 | When the structural enforcement levels section (C-41) assigns a criterion to a structural level, the template eliminates all alternative paths for that criterion that satisfy only a lower structural level | aspirational | structure | When C-41 is satisfied and the Inertia Advocate is a selected reviewer, the structural enforcement levels section's assignments must be reflected in the template: for each criterion C-N declared at structural level L, the template must not offer any alternative path for C-N that satisfies only a lower level L'. A pipeline that declares C-40 at the table-column level while retaining the inline-cell-label "or" path in the template satisfies C-41 (declaration is correct) and fails C-44 (declaration and template are inconsistent). C-44 audits declaration-to-template consistency; C-43 audits the presence of a labeled prohibition; both must be satisfied together for full compliance. A run where C-41 is not satisfied (no structural enforcement levels section) passes C-44 by default -- C-44 requires a C-41-satisfying declaration to activate. A run that does not include the Inertia Advocate passes by default. |
| C-45 | Pipeline declaration carries a named CLOSED PATHS block listing every path superseded by a higher-level criterion, making cross-criterion closures declaration-level structural constraints | aspirational | structure | When C-43 is active and the Inertia Advocate is a selected reviewer, the pipeline declaration must carry a named CLOSED PATHS block (distinct from format rules) that enumerates every path closed by criterion supersession. The block must appear at declaration level so path closures are auditable by reading the pipeline declaration alone without reading format sections. The CLOSED PATHS block must enumerate for each closed path: (a) the path's structural description, (b) the lower criterion it satisfies, (c) the superseding criterion and its structural level assignment, and (d) the "do not use" directive. V-03 showed the required pattern: a "Closed paths [C-43]:" block in the pipeline declaration including "C-40 (table-column level) supersedes C-38 (block level)" and "do not use it." A template that carries a C-43 prohibition only in format rules (not in the pipeline declaration) satisfies C-43 but fails C-45. When C-43 is not satisfied, C-45 fails by dependency. A run that does not include the Inertia Advocate passes by default. |
| C-46 | When C-44 requires path elimination, the structural enforcement levels section carries an explicit path-negation statement for each eliminated path, making elimination auditable at declaration level | aspirational | structure | When C-41 assigns a criterion at structural level L and C-44 requires paths satisfying only a lower level L' to be eliminated from the template, the structural enforcement levels declaration must carry an explicit negation statement for each eliminated path -- e.g., "no inline-cell alternative path" for C-40. V-02 showed the required pattern: the structural enforcement section stated "no inline-cell alternative path" for C-40, and the template offered only the column-header form. A pipeline that satisfies C-44 through template-only elimination (path absent from template but no explicit negation statement in the structural enforcement section) passes C-44 and fails C-46 -- the elimination is observable in the template but not declared in the pipeline. A structural enforcement section that assigns criterion families to levels (passing C-41) without a negation statement for each superseded path fails C-46 even when C-44 is satisfied in the template. When C-41 is not satisfied, C-46 is not auditable and passes by default. A run that does not include the Inertia Advocate passes by default. |
| C-47 | When C-46 is satisfied, the path-negation statement is expressed as a named independent sub-entry in the structural enforcement levels section, auditable by label-matching without parsing the parent criterion's description | aspirational | structure | When C-46 is active and the Inertia Advocate is a selected reviewer, the required path-negation statement must be expressed as a named, independently-labeled sub-entry in the structural enforcement levels section -- not as an inline clause embedded within the parent criterion's description text. The named sub-entry must carry a label that includes the criterion ID it negates (e.g., "Eliminated [C-46]:") so an auditor can locate the negation by label-matching "Eliminated [C-NN]:" without reading the parent criterion's description. V-03, V-04, and V-05 showed the required form: `Eliminated [C-46]: no inline-cell alternative path for [IA-VERDICT]/[ROLE-MECHANISM]. ... This negation is declared independently of C-40's description and is auditable by label-matching "Eliminated [C-46]:" without parsing C-40.` V-01 and V-02 satisfied C-46 via inline clause ("; no inline-cell alternative path [C-46]" appended to C-40's entry) but failed C-47 -- the negation is present but requires reading C-40's text to find it. C-47 closes the named-entry gap: C-46 requires a negation statement to exist in the structural enforcement section; C-47 requires that statement to be independently reachable by label without parsing the parent criterion. C-47 is the structural enforcement analog of C-45 (which required the C-43 prohibition to live in a named CLOSED PATHS block rather than only in format rules). When C-46 is not satisfied, C-47 fails by dependency. A run that does not include the Inertia Advocate passes by default. |
| C-48 | When C-45 and C-47 are both satisfied, the CLOSED PATHS block carries an explicit cross-reference to the named Eliminated sub-entry, creating a closed audit loop for path closure from both declaration endpoints | aspirational | structure | When both C-45 (CLOSED PATHS block in pipeline declaration) and C-47 (named Eliminated sub-entry in structural enforcement levels) are satisfied and the Inertia Advocate is a selected reviewer, the CLOSED PATHS block must carry an explicit cross-reference naming the Eliminated sub-entry by its label string and indicating its location. The cross-reference closes the audit loop from the declaration side: starting at the CLOSED PATHS block, an auditor can reach the named negation sub-entry by following the explicit reference without reading intervening content, and does not need structural knowledge of the document to locate the enforcement-level counterpart. V-05 showed the required pattern: the CLOSED PATHS block adds "Path negation: see 'Eliminated [C-46]:' in structural enforcement levels above [C-46]." A pipeline that satisfies both C-45 and C-47 without a cross-reference from the CLOSED PATHS block to the Eliminated sub-entry satisfies both criteria and fails C-48 -- the two declaration endpoints exist independently but are not connected. The cross-reference must name the sub-entry by its label string (e.g., "'Eliminated [C-46]:'") and name its section (e.g., "in structural enforcement levels") so the reference is followable without reading the full document. C-48 requires only this direction (CLOSED PATHS to Eliminated); it does not require the reverse cross-reference from Eliminated back to CLOSED PATHS -- that gap is C-49's scope. When C-45 or C-47 is not satisfied, C-48 passes by default. A run that does not include the Inertia Advocate passes by default. |
| C-49 | When C-48 is satisfied, the Eliminated sub-entry carries an explicit back-reference to the CLOSED PATHS block, closing the audit loop from the enforcement side | aspirational | structure | When C-48 is active (CLOSED PATHS block references Eliminated sub-entry) and the Inertia Advocate is a selected reviewer, the named `Eliminated [C-NN]:` sub-entry in the structural enforcement levels section must carry an explicit back-reference naming the CLOSED PATHS block by its label and indicating its section location -- e.g., `"Declaration: see 'Closed paths [C-43]:' in pipeline declaration [C-45]."` C-48 closes the loop from the declaration side (CLOSED PATHS block points to Eliminated sub-entry); C-49 closes the loop from the enforcement side (Eliminated sub-entry points back to CLOSED PATHS block). Without C-49, an auditor starting at the Eliminated sub-entry can confirm the negation is declared but cannot reach the CLOSED PATHS block without structural knowledge of the document. With both C-48 and C-49 satisfied, the audit loop is traversable in either direction from either endpoint -- starting at CLOSED PATHS, follow the C-48 reference to reach Eliminated; starting at Eliminated, follow the C-49 back-reference to reach CLOSED PATHS. The back-reference must name the block by its label string (e.g., "'Closed paths [C-43]:'") and name its section (e.g., "in pipeline declaration") so the reference is followable without reading the full document. A pipeline that satisfies C-48 without a back-reference in the Eliminated sub-entry passes C-48 and fails C-49 -- the loop is open in the reverse direction. When C-48 is not satisfied, C-49 fails by dependency. A run that does not include the Inertia Advocate passes by default. |
| C-50 | When C-48 and C-49 are both satisfied, the pipeline carries an explicit symmetry declaration confirming the audit loop is closed bidirectionally from both endpoints | aspirational | structure | When both C-48 (CLOSED PATHS block references Eliminated sub-entry) and C-49 (Eliminated sub-entry references CLOSED PATHS block) are satisfied and the Inertia Advocate is a selected reviewer, the pipeline must carry an explicit symmetry declaration confirming that the two cross-references form a closed bidirectional audit loop. The symmetry declaration must be a named terminal element in the structural enforcement levels section (e.g., `"Audit loop closed [C-50]: 'Closed paths [C-43]:' and 'Eliminated [C-46]:' cross-reference each other bidirectionally -- traversable from either endpoint without reading intervening content."`). The declaration makes the bidirectional closure declaratively verifiable: an auditor can confirm the loop is closed by reading the symmetry statement alone, without following both references to verify that each names the other's endpoint. A pipeline that satisfies both C-48 and C-49 without a symmetry declaration satisfies both criteria and fails C-50 -- the two references exist independently; their bidirectional relationship is observable by following both but is not declared. The symmetry declaration must name both endpoints by their label strings and must assert the bidirectional property explicitly (e.g., "traversable from either endpoint") so the declaration is independently verifiable without traversing the references. When C-48 or C-49 is not satisfied, C-50 passes by default. A run that does not include the Inertia Advocate passes by default. |

---
